iter	Passed	Remaining
480	624	673
481	625	671
482	626	670
483	627	668
484	628	667
485	629	665
486	630	664
487	631	662
488	632	661
489	633	659
490	634	657
491	635	656
492	636	654
493	637	653
494	638	651
495	639	650
496	640	648
497	641	646
498	642	644
499	643	643
500	644	642
501	645	640
502	646	638
503	647	637
504	648	635
505	649	633
506	650	632
507	651	630
508	652	629
509	653	627
510	654	625
511	655	624
512	656	623
513	657	621
514	658	619
515	659	618
516	659	616
517	660	614
518	661	613
519	662	611
520	663	610
521	664	608
522	665	606
523	666	605
524	667	603
525	668	601
526	668	600
527	669	598
528	670	597
529	671	595
530	672	593
531	673	592
532	674	590
533	674	588
534	675	587
535	676	585
536	677	583
537	678	582
538	678	580
539	679	579
540	680	577
541	681	576
542	682	574
543	683	572
544	684	571
545	684	569
546	685	567
547	686	566
548	687	564
549	688	563
550	689	561
551	690	560
552	691	559
553	692	557
554	693	556
555	694	554
556	695	553
557	696	551
558	697	549
559	698	548
560	699	547
561	700	545
562	701	544
563	701	542
564	702	541
565	703	539
566	704	538
567	705	536
568	706	535
569	707	533
570	708	532
571	709	530
572	710	529
573	711	528
574	712	526
575	713	525
576	714	523
577	715	522
578	716	520
579	717	519
580	718	518
581	719	516
582	720	515
583	721	513
584	721	512
585	722	510
586	724	509
587	725	508
588	725	506
589	726	505
590	727	503
591	728	502
592	729	500
593	730	499
594	731	497
595	732	496
596	733	494
597	734	493
598	735	492
599	736	490
600	737	489
601	738	488
602	738	486
603	740	485
604	741	483
605	742	482
606	743	481
607	743	479
608	744	478
609	745	476
610	746	475
611	747	473
612	748	472
613	749	470
614	750	469
615	750	468
616	751	466
617	752	465
618	753	463
619	754	462
620	755	460
621	756	459
622	756	458
623	757	456
624	758	455
625	759	453
626	760	452
627	761	451
628	762	449
629	763	448
630	764	446
631	764	445
632	765	443
633	766	442
634	767	441
635	768	439
636	769	438
637	770	436
638	770	435
639	771	434
640	772	432
641	773	431
642	774	430
643	775	428
644	776	427
645	777	425
646	778	424
647	779	423
648	779	421
649	780	420
650	781	419
651	782	417
652	783	416
653	784	414
654	785	413
655	785	412
656	786	410
657	787	409
658	788	407
659	789	406
660	790	405
661	790	403
662	791	402
663	792	401
664	793	399
665	794	398
666	795	397
667	796	395
668	797	394
669	798	393
670	799	391
671	800	390
672	800	389
673	801	387
674	802	386
675	803	385
676	804	383
677	805	382
678	806	381
679	806	379
680	807	378
681	808	376
682	809	375
683	810	374
684	811	373
685	812	371
686	812	370
687	813	369
688	814	367
689	815	366
690	816	365
691	817	363
692	818	362
693	819	361
694	820	359
695	820	358
696	821	357
697	823	356
698	824	354
699	825	353
700	825	352
701	826	350
702	827	349
703	828	348
704	829	347
705	830	345
706	831	344
707	832	343
708	832	341
709	833	340
710	834	339
711	835	338
712	836	336
713	837	335
714	838	334
715	839	332
716	839	331
717	840	330
718	841	329
719	842	327
720	843	326
721	844	325
722	845	323
723	845	322
724	847	321
725	848	320
726	849	318
727	850	317
728	851	316
729	852	315
730	853	314
731	854	312
732	855	311
733	856	310
734	856	308
735	857	307
736	858	306
737	859	305
738	860	303
739	861	302
740	862	301
741	863	300
742	864	298
743	865	297
744	866	296
745	867	295
746	868	294
747	869	292
748	869	291
749	871	290
750	872	289
751	873	288
752	874	286
753	875	285
754	876	284
755	878	283
756	879	282
757	880	281
758	881	279
759	882	278
760	883	277
761	884	276
762	885	275
763	886	273
764	887	272
765	887	271
766	888	269
767	889	268
768	890	267
769	891	266
770	892	265
771	893	263
772	893	262
773	895	261
774	896	260
775	896	258
776	897	257
777	898	256
778	899	255
779	900	253
780	901	252
781	901	251
782	902	250
783	903	249
784	904	247
785	905	246
786	906	245
787	907	244
788	908	242
789	909	241
790	910	240
791	911	239
792	911	238
793	912	236
794	913	235
795	914	234
796	915	233
797	916	232
798	917	230
799	918	229
800	919	228
801	920	227
802	921	226
803	922	224
804	923	223
805	924	222
806	924	221
807	925	219
808	926	218
809	927	217
810	928	216
811	929	215
812	930	213
813	931	212
814	931	211
815	932	210
816	933	209
817	934	207
818	935	206
819	936	205
820	937	204
821	937	203
822	939	201
823	940	200
824	940	199
825	941	198
826	942	197
827	943	195
828	944	194
829	945	193
830	946	192
831	947	191
832	947	190
833	948	188
834	949	187
835	950	186
836	951	185
837	952	184
838	953	182
839	954	181
840	955	180
841	956	179
842	957	178
843	958	177
844	959	175
845	960	174
846	961	173
847	961	172
848	963	171
849	964	170
850	965	168
851	965	167
852	966	166
853	967	165
854	968	164
855	969	163
856	970	162
857	971	160
858	972	159
859	973	158
860	974	157
861	975	156
862	976	155
863	977	153
864	978	152
865	979	151
866	980	150
867	981	149
868	982	148
869	983	146
870	984	145
871	985	144
872	986	143
873	987	142
874	989	141
875	990	140
876	991	139
877	992	137
878	993	136
879	993	135
880	995	134
881	996	133
882	996	132
883	997	130
884	998	129
885	999	128
886	1000	127
887	1001	126
888	1002	125
889	1003	124
890	1004	122
891	1005	121
892	1006	120
893	1008	119
894	1009	118
895	1010	117
896	1011	116
897	1012	114
898	1013	113
899	1014	112
900	1015	111
901	1015	110
902	1016	109
903	1017	108
904	1018	106
905	1019	105
906	1020	104
907	1021	103
908	1022	102
909	1023	101
910	1024	100
911	1025	98
912	1026	97
913	1027	96
914	1028	95
915	1028	94
916	1029	93
917	1030	92
918	1031	90
919	1032	89
920	1033	88
921	1034	87
922	1035	86
923	1036	85
924	1037	84
925	1038	82
926	1039	81
927	1040	80
928	1041	79
929	1042	78
930	1043	77
931	1044	76
932	1044	75
933	1045	73
934	1046	72
935	1047	71
936	1048	70
937	1049	69
938	1049	68
939	1050	67
940	1051	65
941	1052	64
942	1053	63
943	1054	62
944	1055	61
945	1055	60
946	1056	59
947	1057	58
948	1058	56
949	1059	55
950	1060	54
951	1061	53
952	1062	52
953	1063	51
954	1064	50
955	1065	49
956	1066	47
957	1067	46
958	1068	45
959	1069	44
960	1070	43
961	1071	42
962	1071	41
963	1072	40
964	1073	38
965	1074	37
966	1075	36
967	1076	35
968	1077	34
969	1077	33
970	1078	32
971	1079	31
972	1080	29
973	1081	28
974	1082	27
975	1083	26
976	1084	25
977	1085	24
978	1085	23
979	1086	22
980	1087	21
981	1088	19
982	1089	18
983	1090	17
984	1091	16
985	1091	15
986	1092	14
987	1093	13
988	1094	12
989	1095	11
990	1096	9
991	1097	8
992	1098	7
993	1099	6
994	1100	5
995	1101	4
996	1102	3
997	1102	2
998	1103	1
999	1104	0
